review_id,product_name,product_group,gender,age_group,rating,review_text,created_at
r-000131,콜라겐 앰플,스킨케어,여성,20-24세,2,향이 생각보다 강해요. 확실히 흡수가 느려서 답답해요. 아쉬웠어요.,2025-04-18 14:39:34
r-000132,콜라겐 앰플,스킨케어,남성,50대 이상,5,출근 전에 주로 쓰고 보습이 오래가요. 막상 써보니 자극이 거의 없어요. 계속 쓰게 돼요.,2025-09-07 16:26:47
r-000133,플로럴 미스트,향수,남성,25-29세,3,잔향이 은은하게 오래 남아요. 전반적으로 퍼퓸치곤 연해요. 외출 전에 쓰니. 딱 중간 정도 느낌.,2025-04-25 19:20:03
r-000134,풋크림 컴포트,바디케어,남성,10대,4,출근 전에 주로 쓰고 흡수가 빠른 편이에요. 전체적으로 보습이 오래가요. 추천해요. 데일리로 무난해요.,2025-05-03 13:42:48
r-000135,아쿠아 수분크림,스킨케어,여성,25-29세,5,아침·저녁으로 써봤고 자극이 거의 없어요. 한동안 써보니 메이크업 전에 쓰기 좋아요. 계속 쓰게 돼요.,2025-04-27 09:41:18
r-000136,틴트 마스카라,메이크업,남성,40대,4,샤워 후에 바로 바르고 지속력이 좋아요. 전반적으로 톤 보정이 깔끔해요. 잘 쓰고 있어요. 환경에 따라 다를 수 있어요. 여행 때 들고 가기 좋을 듯.,2025-06-26 21:37:57
r-000137,내추럴 아이팔레트,메이크업,여성,25-29세,2,건조해서 각질이 부각돼요. 전체적으로 얼룩처럼 묻어나요. 제 피부 기준입니다. 아쉬웠어요.,2025-08-07 18:34:58
r-000138,새틴 블러셔,메이크업,남성,50대 이상,3,밀착이 잘 돼요. 게다가 두껍게 올라와요. 운동 후에 사용해봤는데. 데일리로 무난해요. 호불호 갈릴 듯.,2025-07-12 22:41:23
r-000139,볼륨 미스트,헤어케어,남성,30대,2,거품이 잘 안 나요. 막상 써보니 향이 강해서 부담돼요. 저랑은 안 맞아요.,2025-08-11 15:24:48
r-000140,비타민C 세럼,스킨케어,남성,25-29세,4,샤워 후에 바로 바르고 자극이 거의 없어요. 사용해보니 보습이 오래가요. 계속 쓰게 돼요. 환경에 따라 다를 수 있어요. 여행 때 들고 가기 좋을 듯.,2025-08-08 01:50:29
r-000141,쿨링 샴푸,헤어케어,여성,30대,4,아침·저녁으로 써봤고 향이 은은해서 좋아요. 그리고 모발이 차분해요. 추천해요. 데일리로 무난해요.,2025-09-14 20:51:31
r-000142,비타민C 세럼,스킨케어,여성,25-29세,4,외출 전에 쓰니 메이크업 전에 쓰기 좋아요. 게다가 흡수가 부드럽게 돼요. 또 살 것 같아요. 메이크업 전에 괜찮았어요.,2025-08-17 23:03:15
r-000143,데일리 샴푸,헤어케어,남성,25-29세,5,운동 후에 사용해봤는데 드라이가 잘 돼요. 한동안 써보니 향이 은은해서 좋아요. 잘 쓰고 있어요. 여행 때 들고 가기 좋을 듯.,2025-04-03 15:18:39
r-000144,플로럴 미스트,향수,여성,10대,4,외출 전에 쓰니 잔향이 은은하게 오래 남아요. 한동안 써보니 첫 향이 상큼해요. 계속 쓰게 돼요. 메이크업 전에 괜찮았어요.,2025-06-10 00:14:12
r-000145,히알루론 나이트크림,스킨케어,여성,40대,2,향이 생각보다 강해요. 그리고 따갑게 느껴졌어요. 아쉬웠어요.,2025-07-22 15:10:39
r-000146,바디 스크럽,바디케어,여성,25-29세,2,펌프가 뻑뻑해요. 막상 써보니 끈적거려서 불편해요. 아쉬웠어요.,2025-08-11 19:04:37
r-000147,플로럴 미스트,향수,남성,40대,2,호불호가 갈릴 듯해요. 확실히 달달함이 과해요. 취향 차이는 있을 수 있어요. 아쉬웠어요.,2025-07-02 00:12:52
r-000148,샤워 오일,바디케어,여성,30대,3,흡수가 빠른 편이에요. 사용해보니 펌프가 뻑뻑해요. 여행 때 들고 가기 좋을 듯. 호불호 갈릴 듯.,2025-09-11 08:28:52
r-000149,시어버터 크림,바디케어,여성,30대,5,출근 전에 주로 쓰고 흡수가 빠른 편이에요. 전체적으로 끈적임이 없어서 여름에도 좋아요. 추천해요. 데일리로 무난해요.,2025-05-07 11:45:14
r-000150,두피 스케일러,헤어케어,남성,30대,5,외출 전에 쓰니 향이 은은해서 좋아요. 전체적으로 거품이 풍성하고 헹굼이 깔끔해요. 가격 생각하면 괜찮아요. 메이크업 전에 괜찮았어요.,2025-05-23 22:54:39
r-000151,픽서 메이크업 베이스,메이크업,남성,30대,1,두껍게 올라와요. 그리고 건조해서 각질이 부각돼요. 별로였어요.,2025-09-03 01:57:23
r-000152,내추럴 아이팔레트,메이크업,남성,20-24세,4,운동 후에 사용해봤는데 가볍게 발려요. 전체적으로 밀착이 잘 돼요. 잘 쓰고 있어요.,2025-06-13 10:59:19
r-000153,소프트 바디로션,바디케어,여성,25-29세,5,외출 전에 쓰니 펌프가 편해요. 사용해보니 보습이 오래가요. 추천해요. 선물용으로도 괜찮아 보여요.,2025-08-11 11:31:39
r-000154,벨벳 립스틱,메이크업,여성,25-29세,5,출근 전에 주로 쓰고 톤 보정이 깔끔해요. 게다가 가볍게 발려요. 또 살 것 같아요. 건성/지성에 따라 느낌 다를 듯.,2025-10-15 16:28:37
r-000155,내추럴 아이팔레트,메이크업,여성,20-24세,3,발색이 자연스러워요. 게다가 시간 지나면 무너져요. 데일리로 무난해요. 기대만큼은 아니지만 쓸만해요.,2025-10-04 10:26:09
r-000156,픽서 메이크업 베이스,메이크업,여성,30대,3,톤 보정이 깔끔해요. 막상 써보니 시간 지나면 무너져요. 호불호 갈릴 듯.,2025-04-06 03:20:35
r-000157,픽서 메이크업 베이스,메이크업,여성,30대,4,아침·저녁으로 써봤고 지속력이 좋아요. 확실히 톤 보정이 깔끔해요. 계속 쓰게 돼요.,2025-07-21 06:19:47
r-000158,샤워 오일,바디케어,여성,40대,5,아침·저녁으로 써봤고 향이 포근하게 남아요. 게다가 끈적임이 없어서 여름에도 좋아요. 잘 쓰고 있어요. 환경에 따라 다를 수 있어요. 데일리로 무난해요.,2025-08-26 11:04:23
r-000159,바디 스크럽,바디케어,여성,25-29세,1,용량이 아쉬워요. 한동안 써보니 향이 취향이 아니에요. 재구매는 어려울 듯.,2025-09-19 22:47:13
r-000160,비타민C 세럼,스킨케어,남성,20-24세,2,따갑게 느껴졌어요. 그리고 향이 생각보다 강해요. 환경에 따라 다를 수 있어요. 저랑은 안 맞아요.,2025-07-29 12:14:51
r-000161,리페어 에센스,스킨케어,여성,30대,5,아침·저녁으로 써봤고 메이크업 전에 쓰기 좋아요. 그리고 흡수가 부드럽게 돼요. 가격 생각하면 괜찮아요. 환경에 따라 다를 수 있어요.,2025-06-20 15:20:39
r-000162,코튼 바디워시,바디케어,남성,30대,4,외출 전에 쓰니 펌프가 편해요. 게다가 끈적임이 없어서 여름에도 좋아요. 만족스러워요. 메이크업 전에 괜찮았어요.,2025-05-27 22:20:20
r-000163,픽서 메이크업 베이스,메이크업,미지정,10대,4,출근 전에 주로 쓰고 가볍게 발려요. 전체적으로 발색이 자연스러워요. 만족스러워요. 건성/지성에 따라 느낌 다를 듯. 선물용으로도 괜찮아 보여요.,2025-09-25 03:35:09
r-000164,아쿠아 마린 EDT,향수,여성,25-29세,3,과하지 않아서 데일리로 좋아요. 한동안 써보니 호불호가 갈릴 듯해요. 아침·저녁으로 써봤고. 무난한 편이에요.,2025-07-18 04:30:08
r-000165,우디 머스크 퍼퓸,향수,남성,30대,4,출근 전에 주로 쓰고 계절감이 잘 맞아요. 게다가 과하지 않아서 데일리로 좋아요. 가격 생각하면 괜찮아요.,2025-06-03 12:06:48
r-000166,틴트 마스카라,메이크업,남성,25-29세,5,샤워 후에 바로 바르고 가볍게 발려요. 한동안 써보니 밀착이 잘 돼요. 가격 생각하면 괜찮아요. 여행 때 들고 가기 좋을 듯.,2025-08-12 23:47:25
r-000167,크리미 컨실러,메이크업,여성,50대 이상,3,톤 보정이 깔끔해요. 막상 써보니 얼룩처럼 묻어나요. 여행 때 들고 가기 좋을 듯. 딱 중간 정도 느낌.,2025-04-23 15:39:36
r-000168,롱웨어 파운데이션,메이크업,남성,30대,4,운동 후에 사용해봤는데 발색이 자연스러워요. 전체적으로 가볍게 발려요. 또 살 것 같아요. 제 피부 기준입니다.,2025-07-05 23:17:47
r-000169,헤어 오일,헤어케어,남성,30대,4,출근 전에 주로 쓰고 거품이 풍성하고 헹굼이 깔끔해요. 전반적으로 향이 은은해서 좋아요. 만족스러워요.,2025-10-24 17:45:17
r-000170,쿨링 샴푸,헤어케어,여성,25-29세,5,외출 전에 쓰니 향이 은은해서 좋아요. 사용해보니 드라이가 잘 돼요. 가격 생각하면 괜찮아요.,2025-09-28 13:48:12
r-000171,아쿠아 마린 EDT,향수,남성,25-29세,4,출근 전에 주로 쓰고 계절감이 잘 맞아요. 전체적으로 과하지 않아서 데일리로 좋아요. 또 살 것 같아요. 개인차는 있을 듯.,2025-04-10 10:40:52
r-000172,콜라겐 앰플,스킨케어,미지정,20-24세,5,외출 전에 쓰니 보습이 오래가요. 그리고 결이 정돈되는 느낌이에요. 계속 쓰게 돼요. 제 피부 기준입니다. 주말 외출용으로 딱.,2025-09-22 07:36:33
r-000173,리페어 에센스,스킨케어,남성,25-29세,3,결이 정돈되는 느낌이에요. 사용해보니 유분감이 남아요. 선물용으로도 괜찮아 보여요. 상황 봐서 쓸 것 같아요.,2025-04-07 09:26:48
r-000174,데일리 샴푸,헤어케어,여성,20-24세,2,거품이 잘 안 나요. 게다가 모발이 뻣뻣해졌어요. 제 피부 기준입니다. 기대 이하였다.,2025-08-10 10:53:13
r-000175,아쿠아 수분크림,스킨케어,여성,40대,4,아침·저녁으로 써봤고 메이크업 전에 쓰기 좋아요. 전반적으로 결이 정돈되는 느낌이에요. 계속 쓰게 돼요.,2025-06-24 22:01:28
r-000176,아쿠아 마린 EDT,향수,여성,25-29세,2,퍼퓸치곤 연해요. 그리고 지속력이 짧아요. 제 피부 기준입니다. 비추천합니다.,2025-09-03 14:26:38
r-000177,프레시 코롱,향수,남성,25-29세,2,지속력이 짧아요. 확실히 달달함이 과해요. 저랑은 안 맞아요.,2025-09-21 18:53:48
r-000178,오리엔탈 오 드 퍼퓸,향수,남성,40대,3,과하지 않아서 데일리로 좋아요. 게다가 달달함이 과해요. 출근 전에 주로 쓰고. 메이크업 전에 괜찮았어요. 기대만큼은 아니지만 쓸만해요.,2025-05-23 22:29:28
r-000179,단백질 헤어팩,헤어케어,남성,30대,2,두피가 간질거렸어요. 전반적으로 향이 강해서 부담돼요. 취향 차이는 있을 수 있어요. 저랑은 안 맞아요.,2025-08-28 08:20:38
r-000180,시카 진정 토너,스킨케어,남성,30대,5,외출 전에 쓰니 자극이 거의 없어요. 확실히 결이 정돈되는 느낌이에요. 추천해요.,2025-10-09 16:01:11
r-000181,리페어 에센스,스킨케어,남성,30대,2,트러블이 조금 올라왔어요. 막상 써보니 유분감이 남아요. 저랑은 안 맞아요.,2025-07-18 11:55:22
r-000182,리페어 세럼,헤어케어,남성,40대,4,운동 후에 사용해봤는데 드라이가 잘 돼요. 전반적으로 향이 은은해서 좋아요. 잘 쓰고 있어요. 선물용으로도 괜찮아 보여요.,2025-05-11 16:02:24
r-000183,세라마이드 로션,스킨케어,남성,30대,5,외출 전에 쓰니 흡수가 부드럽게 돼요. 막상 써보니 보습이 오래가요. 추천해요.,2025-10-18 22:02:59
r-000184,핸드크림 클래식,바디케어,여성,50대 이상,2,보습이 금방 날아가요. 그리고 펌프가 뻑뻑해요. 비추천합니다.,2025-10-18 14:17:15
r-000185,우디 머스크 퍼퓸,향수,여성,30대,4,외출 전에 쓰니 첫 향이 상큼해요. 게다가 무난하게 쓰기 좋아요. 추천해요.,2025-08-04 14:45:31
r-000186,내추럴 아이팔레트,메이크업,여성,50대 이상,4,운동 후에 사용해봤는데 발색이 자연스러워요. 전체적으로 밀착이 잘 돼요. 계속 쓰게 돼요. 메이크업 전에 괜찮았어요.,2025-04-12 00:44:39
r-000187,픽서 메이크업 베이스,메이크업,남성,30대,4,아침·저녁으로 써봤고 지속력이 좋아요. 사용해보니 발색이 자연스러워요. 잘 쓰고 있어요.,2025-07-20 02:31:45
r-000188,오리엔탈 오 드 퍼퓸,향수,여성,30대,5,샤워 후에 바로 바르고 무난하게 쓰기 좋아요. 한동안 써보니 계절감이 잘 맞아요. 계속 쓰게 돼요. 제 피부 기준입니다.,2025-04-07 08:52:19
r-000189,새틴 블러셔,메이크업,여성,25-29세,3,가볍게 발려요. 확실히 건조해서 각질이 부각돼요. 아침·저녁으로 써봤고. 상황 봐서 쓸 것 같아요.,2025-10-09 19:08:25
r-000190,쿠션 파운데이션,메이크업,남성,40대,3,지속력이 좋아요. 게다가 색상이 화면이랑 달라요. 메이크업 전에 괜찮았어요. 호불호 갈릴 듯.,2025-04-25 21:01:08
r-000191,우디 머스크 퍼퓸,향수,남성,25-29세,4,샤워 후에 바로 바르고 계절감이 잘 맞아요. 막상 써보니 첫 향이 상큼해요. 추천해요.,2025-08-05 09:43:28
r-000192,콜라겐 앰플,스킨케어,남성,40대,3,보습이 오래가요. 그리고 유분감이 남아요. 출근 전에 주로 쓰고. 기대만큼은 아니지만 쓸만해요.,2025-09-30 14:10:12
r-000193,프로바이오틱스 크림,스킨케어,여성,20-24세,4,출근 전에 주로 쓰고 자극이 거의 없어요. 그리고 결이 정돈되는 느낌이에요. 만족스러워요. 여행 때 들고 가기 좋을 듯.,2025-09-11 22:30:53
r-000194,크리미 컨실러,메이크업,남성,30대,3,가볍게 발려요. 전반적으로 두껍게 올라와요. 선물용으로도 괜찮아 보여요. 기대만큼은 아니지만 쓸만해요.,2025-04-03 05:02:37
r-000195,바디오일 라이트,바디케어,여성,25-29세,4,출근 전에 주로 쓰고 끈적임이 없어서 여름에도 좋아요. 전반적으로 흡수가 빠른 편이에요. 만족스러워요. 개인차는 있을 듯. 선물용으로도 괜찮아 보여요.,2025-08-19 09:08:22
r-000196,바디 스크럽,바디케어,남성,20-24세,4,운동 후에 사용해봤는데 흡수가 빠른 편이에요. 그리고 끈적임이 없어서 여름에도 좋아요. 만족스러워요. 개인차는 있을 듯.,2025-07-03 18:35:05
r-000197,가든 로즈 퍼퓸,향수,남성,30대,5,샤워 후에 바로 바르고 첫 향이 상큼해요. 사용해보니 잔향이 은은하게 오래 남아요. 또 살 것 같아요.,2025-05-01 07:03:36
r-000198,세라마이드 로션,스킨케어,남성,10대,5,운동 후에 사용해봤는데 자극이 거의 없어요. 한동안 써보니 흡수가 부드럽게 돼요. 만족스러워요. 주말 외출용으로 딱.,2025-07-18 10:20:17
r-000199,아쿠아 수분크림,스킨케어,남성,10대,5,운동 후에 사용해봤는데 흡수가 부드럽게 돼요. 사용해보니 결이 정돈되는 느낌이에요. 만족스러워요. 제 피부 기준입니다.,2025-09-05 04:35:03
r-000200,샤워 오일,바디케어,여성,25-29세,1,향이 취향이 아니에요. 한동안 써보니 끈적거려서 불편해요. 개인차는 있을 듯. 별로였어요.,2025-06-25 15:54:05
r-000201,쿨링 샴푸,헤어케어,남성,40대,5,운동 후에 사용해봤는데 모발이 차분해요. 전체적으로 향이 은은해서 좋아요. 만족스러워요. 제 피부 기준입니다.,2025-07-28 12:32:37
r-000202,쿠션 파운데이션,메이크업,남성,30대,5,출근 전에 주로 쓰고 발색이 자연스러워요. 막상 써보니 가볍게 발려요. 추천해요.,2025-05-15 01:47:56
r-000203,세라마이드 로션,스킨케어,미지정,10대,4,운동 후에 사용해봤는데 자극이 거의 없어요. 전반적으로 메이크업 전에 쓰기 좋아요. 가격 생각하면 괜찮아요.,2025-10-14 19:11:34
r-000204,샤워 오일,바디케어,여성,20-24세,4,출근 전에 주로 쓰고 향이 포근하게 남아요. 사용해보니 보습이 오래가요. 추천해요. 선물용으로도 괜찮아 보여요.,2025-07-20 01:51:31
r-000205,시트러스 오 드 뚜왈렛,향수,남성,20-24세,3,무난하게 쓰기 좋아요. 그리고 호불호가 갈릴 듯해요. 상황 봐서 쓸 것 같아요.,2025-07-02 07:02:49
r-000206,벨벳 립스틱,메이크업,남성,50대 이상,2,시간 지나면 무너져요. 한동안 써보니 건조해서 각질이 부각돼요. 재구매는 어려울 듯.,2025-07-24 17:08:28
r-000207,헤어 오일,헤어케어,남성,50대 이상,4,샤워 후에 바로 바르고 향이 은은해서 좋아요. 확실히 드라이가 잘 돼요. 잘 쓰고 있어요. 주말 외출용으로 딱.,2025-05-15 00:34:26
r-000208,플로럴 미스트,향수,남성,25-29세,5,출근 전에 주로 쓰고 무난하게 쓰기 좋아요. 전체적으로 과하지 않아서 데일리로 좋아요. 또 살 것 같아요.,2025-09-02 19:16:05
r-000209,새틴 블러셔,메이크업,여성,30대,4,샤워 후에 바로 바르고 지속력이 좋아요. 한동안 써보니 가볍게 발려요. 잘 쓰고 있어요. 개인차는 있을 듯.,2025-05-24 10:52:31
r-000210,쿠션 파운데이션,메이크업,남성,30대,4,운동 후에 사용해봤는데 밀착이 잘 돼요. 전체적으로 지속력이 좋아요. 추천해요.,2025-10-28 13:53:28
r-000211,가든 로즈 퍼퓸,향수,여성,40대,3,계절감이 잘 맞아요. 전체적으로 지속력이 짧아요. 아침·저녁으로 써봤고. 딱 중간 정도 느낌.,2025-08-24 12:35:58
r-000212,내추럴 아이팔레트,메이크업,여성,25-29세,4,출근 전에 주로 쓰고 밀착이 잘 돼요. 막상 써보니 톤 보정이 깔끔해요. 만족스러워요. 메이크업 전에 괜찮았어요.,2025-06-19 16:47:47
r-000213,비타민C 세럼,스킨케어,남성,20-24세,5,아침·저녁으로 써봤고 보습이 오래가요. 사용해보니 메이크업 전에 쓰기 좋아요. 만족스러워요.,2025-08-26 14:56:45
r-000214,픽서 메이크업 베이스,메이크업,여성,20-24세,4,운동 후에 사용해봤는데 톤 보정이 깔끔해요. 게다가 가볍게 발려요. 만족스러워요. 환경에 따라 다를 수 있어요.,2025-10-06 09:53:35
r-000215,두피 스케일러,헤어케어,남성,25-29세,4,운동 후에 사용해봤는데 모발이 차분해요. 막상 써보니 거품이 풍성하고 헹굼이 깔끔해요. 계속 쓰게 돼요.,2025-06-08 01:31:54
r-000216,콜라겐 앰플,스킨케어,여성,20-24세,1,따갑게 느껴졌어요. 한동안 써보니 유분감이 남아요. 제 피부 기준입니다. 별로였어요.,2025-10-29 11:02:19
r-000217,비타민C 세럼,스킨케어,남성,20-24세,3,메이크업 전에 쓰기 좋아요. 한동안 써보니 흡수가 느려서 답답해요. 무난한 편이에요.,2025-08-14 02:59:52
r-000218,히알루론 나이트크림,스킨케어,남성,25-29세,1,트러블이 조금 올라왔어요. 막상 써보니 흡수가 느려서 답답해요. 재구매는 어려울 듯.,2025-04-24 09:10:10
r-000219,핸드크림 클래식,바디케어,미지정,10대,4,외출 전에 쓰니 흡수가 빠른 편이에요. 한동안 써보니 향이 포근하게 남아요. 또 살 것 같아요.,2025-05-26 20:37:34
r-000220,풋크림 컴포트,바디케어,여성,25-29세,4,운동 후에 사용해봤는데 펌프가 편해요. 막상 써보니 향이 포근하게 남아요. 가격 생각하면 괜찮아요. 환경에 따라 다를 수 있어요.,2025-09-11 14:58:43
r-000221,두피 스케일러,헤어케어,여성,20-24세,4,외출 전에 쓰니 드라이가 잘 돼요. 게다가 거품이 풍성하고 헹굼이 깔끔해요. 잘 쓰고 있어요.,2025-05-21 15:41:13
r-000222,플로럴 미스트,향수,여성,40대,1,호불호가 갈릴 듯해요. 사용해보니 머리가 아픈 류의 향이에요. 기대 이하였다.,2025-09-09 12:27:31
r-000223,내추럴 아이팔레트,메이크업,남성,25-29세,5,외출 전에 쓰니 지속력이 좋아요. 그리고 발색이 자연스러워요. 또 살 것 같아요. 선물용으로도 괜찮아 보여요.,2025-05-19 14:25:46
r-000224,가든 로즈 퍼퓸,향수,여성,40대,5,운동 후에 사용해봤는데 무난하게 쓰기 좋아요. 막상 써보니 과하지 않아서 데일리로 좋아요. 또 살 것 같아요. 메이크업 전에 괜찮았어요.,2025-06-21 20:38:24
r-000225,프레시 코롱,향수,여성,20-24세,5,출근 전에 주로 쓰고 무난하게 쓰기 좋아요. 전체적으로 첫 향이 상큼해요. 추천해요. 취향 차이는 있을 수 있어요.,2025-07-05 19:34:22
r-000226,틴트 마스카라,메이크업,여성,25-29세,1,시간 지나면 무너져요. 게다가 두껍게 올라와요. 별로였어요.,2025-10-28 12:35:40
r-000227,내추럴 아이팔레트,메이크업,여성,40대,4,운동 후에 사용해봤는데 톤 보정이 깔끔해요. 막상 써보니 가볍게 발려요. 계속 쓰게 돼요.,2025-08-15 00:26:40
r-000228,아쿠아 수분크림,스킨케어,여성,25-29세,4,아침·저녁으로 써봤고 결이 정돈되는 느낌이에요. 전체적으로 보습이 오래가요. 잘 쓰고 있어요. 데일리로 무난해요.,2025-04-07 14:24:14
r-000229,시카 진정 토너,스킨케어,남성,20-24세,5,운동 후에 사용해봤는데 자극이 거의 없어요. 확실히 메이크업 전에 쓰기 좋아요. 계속 쓰게 돼요. 건성/지성에 따라 느낌 다를 듯.,2025-09-06 04:53:11
r-000230,롱웨어 파운데이션,메이크업,남성,10대,4,출근 전에 주로 쓰고 지속력이 좋아요. 확실히 톤 보정이 깔끔해요. 만족스러워요. 개인차는 있을 듯. 메이크업 전에 괜찮았어요.,2025-04-07 10:27:38
r-000231,바디 스크럽,바디케어,남성,20-24세,4,출근 전에 주로 쓰고 향이 포근하게 남아요. 사용해보니 흡수가 빠른 편이에요. 계속 쓰게 돼요.,2025-08-29 05:02:26
r-000232,크리미 컨실러,메이크업,남성,20-24세,4,샤워 후에 바로 바르고 밀착이 잘 돼요. 전체적으로 가볍게 발려요. 또 살 것 같아요. 건성/지성에 따라 느낌 다를 듯.,2025-08-07 12:54:12
r-000233,시트러스 오 드 뚜왈렛,향수,여성,10대,3,첫 향이 상큼해요. 전체적으로 퍼퓸치곤 연해요. 출근 전에 주로 쓰고. 데일리로 무난해요. 호불호 갈릴 듯.,2025-06-01 12:49:58
r-000234,코튼 바디워시,바디케어,남성,30대,4,운동 후에 사용해봤는데 흡수가 빠른 편이에요. 확실히 보습이 오래가요. 만족스러워요. 데일리로 무난해요.,2025-06-19 14:25:01
r-000235,프로바이오틱스 크림,스킨케어,여성,40대,3,보습이 오래가요. 그리고 유분감이 남아요. 기대만큼은 아니지만 쓸만해요.,2025-04-28 22:57:08
r-000236,시트러스 오 드 뚜왈렛,향수,여성,40대,2,퍼퓸치곤 연해요. 막상 써보니 호불호가 갈릴 듯해요. 비추천합니다.,2025-10-16 00:09:03
r-000237,핸드크림 클래식,바디케어,여성,40대,1,향이 취향이 아니에요. 그리고 보습이 금방 날아가요. 재구매는 어려울 듯.,2025-09-16 09:33:18
r-000238,오리엔탈 오 드 퍼퓸,향수,여성,40대,5,운동 후에 사용해봤는데 첫 향이 상큼해요. 확실히 무난하게 쓰기 좋아요. 추천해요. 여행 때 들고 가기 좋을 듯.,2025-08-04 01:22:25
r-000239,크리미 컨실러,메이크업,여성,20-24세,5,샤워 후에 바로 바르고 지속력이 좋아요. 한동안 써보니 가볍게 발려요. 가격 생각하면 괜찮아요. 환경에 따라 다를 수 있어요.,2025-10-15 04:24:33
r-000240,세라마이드 로션,스킨케어,여성,20-24세,4,샤워 후에 바로 바르고 흡수가 부드럽게 돼요. 한동안 써보니 보습이 오래가요. 가격 생각하면 괜찮아요. 건성/지성에 따라 느낌 다를 듯.,2025-07-04 11:22:16
r-000241,샤워 오일,바디케어,남성,30대,5,운동 후에 사용해봤는데 보습이 오래가요. 전체적으로 향이 포근하게 남아요. 계속 쓰게 돼요. 건성/지성에 따라 느낌 다를 듯.,2025-05-06 04:01:52
r-000242,쿠션 파운데이션,메이크업,미지정,40대,4,아침·저녁으로 써봤고 가볍게 발려요. 확실히 톤 보정이 깔끔해요. 잘 쓰고 있어요. 취향 차이는 있을 수 있어요. 메이크업 전에 괜찮았어요.,2025-09-17 17:33:15
r-000243,바디 스크럽,바디케어,여성,30대,2,용량이 아쉬워요. 그리고 펌프가 뻑뻑해요. 재구매는 어려울 듯.,2025-06-01 06:05:15
r-000244,단백질 헤어팩,헤어케어,여성,40대,2,모발이 뻣뻣해졌어요. 사용해보니 두피가 간질거렸어요. 저랑은 안 맞아요.,2025-06-15 02:33:42
r-000245,아쿠아 수분크림,스킨케어,여성,30대,3,메이크업 전에 쓰기 좋아요. 그리고 유분감이 남아요. 무난한 편이에요.,2025-07-19 07:44:56
r-000246,플로럴 미스트,향수,여성,50대 이상,5,아침·저녁으로 써봤고 계절감이 잘 맞아요. 전반적으로 첫 향이 상큼해요. 가격 생각하면 괜찮아요.,2025-09-15 22:10:40
r-000247,화이트 티 코롱,향수,여성,30대,3,첫 향이 상큼해요. 그리고 지속력이 짧아요. 무난한 편이에요.,2025-07-16 10:55:30
r-000248,핸드크림 클래식,바디케어,여성,20-24세,5,출근 전에 주로 쓰고 향이 포근하게 남아요. 게다가 펌프가 편해요. 잘 쓰고 있어요.,2025-06-26 04:01:07
r-000249,바디오일 라이트,바디케어,여성,30대,2,향이 취향이 아니에요. 전반적으로 끈적거려서 불편해요. 개인차는 있을 듯. 아쉬웠어요.,2025-08-27 08:07:09
r-000250,시트러스 오 드 뚜왈렛,향수,여성,20-24세,3,과하지 않아서 데일리로 좋아요. 확실히 달달함이 과해요. 무난한 편이에요.,2025-10-22 07:27:21
r-000251,세라마이드 로션,스킨케어,남성,30대,1,트러블이 조금 올라왔어요. 전반적으로 따갑게 느껴졌어요. 비추천합니다.,2025-04-07 11:25:27
r-000252,샤워 오일,바디케어,여성,10대,4,샤워 후에 바로 바르고 펌프가 편해요. 막상 써보니 흡수가 빠른 편이에요. 만족스러워요. 선물용으로도 괜찮아 보여요.,2025-08-02 13:31:31
r-000253,프로바이오틱스 크림,스킨케어,여성,50대 이상,4,운동 후에 사용해봤는데 자극이 거의 없어요. 게다가 결이 정돈되는 느낌이에요. 계속 쓰게 돼요. 환경에 따라 다를 수 있어요. 데일리로 무난해요.,2025-08-13 13:45:12
r-000254,풋크림 컴포트,바디케어,여성,40대,4,운동 후에 사용해봤는데 향이 포근하게 남아요. 그리고 흡수가 빠른 편이에요. 가격 생각하면 괜찮아요. 환경에 따라 다를 수 있어요.,2025-10-08 18:03:13
r-000255,쿨링 샴푸,헤어케어,여성,25-29세,4,샤워 후에 바로 바르고 두피가 편안해졌어요. 막상 써보니 모발이 차분해요. 추천해요. 제 피부 기준입니다.,2025-10-13 07:12:56
r-000256,콜라겐 앰플,스킨케어,남성,25-29세,5,아침·저녁으로 써봤고 결이 정돈되는 느낌이에요. 전체적으로 보습이 오래가요. 가격 생각하면 괜찮아요.,2025-04-25 20:15:18
r-000257,새틴 블러셔,메이크업,여성,30대,5,출근 전에 주로 쓰고 가볍게 발려요. 확실히 밀착이 잘 돼요. 잘 쓰고 있어요. 취향 차이는 있을 수 있어요. 메이크업 전에 괜찮았어요.,2025-06-19 19:48:54
r-000258,내추럴 아이팔레트,메이크업,남성,30대,5,외출 전에 쓰니 톤 보정이 깔끔해요. 막상 써보니 지속력이 좋아요. 만족스러워요.,2025-09-22 10:33:53
r-000259,단백질 헤어팩,헤어케어,미지정,20-24세,4,운동 후에 사용해봤는데 드라이가 잘 돼요. 한동안 써보니 모발이 차분해요. 만족스러워요. 건성/지성에 따라 느낌 다를 듯. 메이크업 전에 괜찮았어요.,2025-06-12 17:43:08
r-000260,코튼 바디워시,바디케어,미지정,30대,2,보습이 금방 날아가요. 전반적으로 향이 취향이 아니에요. 개인차는 있을 듯. 기대 이하였다.,2025-04-18 05:42:29
r-000261,히알루론 나이트크림,스킨케어,여성,20-24세,4,아침·저녁으로 써봤고 자극이 거의 없어요. 막상 써보니 보습이 오래가요. 계속 쓰게 돼요.,2025-07-22 18:18:32
